State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Latitude,Longitude,Outlier_Score,Local_Moran_Significant,Getis_Ord_Significant,Isolation_Forest_Outlier
Osun,OBOKUN,ESA-OKE,29-24-07-012,OKE-TAFIA PRIMARY SCHOOL,106,223,0,0,7.763574,4.896008,1,True,True,False
Osun,OBOKUN,ESA-OKE,29-24-07-013,IDO AYEGUNLE PRY. SCHOOL,84,148,0,0,7.7590044,4.8965121,1,True,True,False
Osun,OBOKUN,ILASE/IDOMINASI,29-24-04-009,OLORUNDA L.A. SCHOOL,1,229,0,0,7.7379881,4.6657027,1,False,False,True
Osun,OBOKUN,ILASE/IDOMINASI,29-24-04-008,ALAFON OPEN SPACE,58,77,1,0,7.7168,4.6489,1,True,False,False
Osun,OBOKUN,ILASE/IDOMINASI,29-24-04-004,IPONDA L.A.PRY. SCHOOL,90,152,1,0,7.7326903,4.7167596,1,True,True,False
Osun,IWO,OKE-OBA  II,29-23-15-018,AYEDE VILLAGE,89,46,0,0,7.6401303,4.1769749,1,True,True,False
Osun,IWO,OKE-OBA  II,29-23-15-004,"D.C. PRY. SCHOOL, PAPA VILLAGE",0,0,0,0,7.7447252,4.0891923,1,True,False,False
Osun,IWO,OKE-OBA  II,29-23-15-005,"D.C. PRY. SCHOOL, OGUNAJO VILLAGE",36,24,0,0,7.8941347,4.3082023,1,False,False,True
Osun,IWO,OKE-OBA  II,29-23-15-007,"N.U.D PRY. SCHOOL, OBAJOKO VILLAGE",0,0,0,0,7.6401303,4.1769749,1,False,False,True
Osun,IWO,OKE-OBA  II,29-23-15-009,"D.C. PRY. SCHOOL, IDI-IROKO VILLAGE I",51,69,2,0,7.6401303,4.1769749,1,True,True,False
Osun,IWO,OKE-OBA  II,29-23-15-010,"D.C. PRY. SCHOOL, IDI-IROKO VILLAGE II",26,35,0,0,7.6401303,4.1769749,1,True,True,False
Osun,IWO,OKE-OBA  II,29-23-15-011,"D.C. SCHOOL, FORITAJE VILLAGE",117,87,0,0,7.6401303,4.1769749,1,True,True,False
Osun,IWO,OKE-OBA  II,29-23-15-021,JOLUEGAN VILLAGE,40,28,0,0,7.6401303,4.1769749,1,True,True,False
Osun,OBOKUN,IPETU-ILE/ADAOWODE,29-24-02-007,"ERINJA,  ERINJA MARKET",87,139,1,0,7.8347464,4.7381013,1,True,True,False
Osun,OBOKUN,IBOKUN,29-24-01-002,IBOKUN N.U.D. PRY. SCHOOL,141,184,13,0,7.7861256,4.7225793,1,True,True,False
Osun,OBOKUN,IBOKUN,29-24-01-003,IBOKUN ST. PETER'S PRY. SCHOL,122,163,8,0,7.7846104,4.7238073,1,True,True,False
Osun,OBOKUN,IBOKUN,29-24-01-006,IBOKUN GRAMMAR SCHOOL,145,204,1,0,7.7767412,4.7288846,1,True,True,False
Osun,OBOKUN,IBOKUN,29-24-01-008,IBOKUN DISPENSARY,120,190,2,0,7.7862635,4.7281981,1,True,True,False
Osun,OBOKUN,IPETU-ILE/ADAOWODE,29-24-02-002,IPETU-ILE METHODIST PRY. SCHOOL II,73,163,3,0,7.8167271,4.7355948,1,True,True,False
Osun,OBOKUN,IPETU-ILE/ADAOWODE,29-24-02-004,OLOMU L.A. PRY. SCHOOL,50,96,1,0,7.7987316,4.6700633,1,True,True,False
Osun,OBOKUN,OTAN-ILE,29-24-08-001,OTAN-ILE IMUO PRY. SCHOOL,180,184,7,1,7.815332,4.7769256,1,False,False,True
Osun,IFE SOUTH,KERE,29-16-09-009,KERE ORISUNBARE,27,68,9,0,7.2592087,4.5057333,1,True,True,False
Osun,OLORUNDA,AYETORO,29-27-08-006,TESTING GROUND,198,129,42,0,7.7854213,4.5734653,1,False,False,True
Osun,ODO-OTIN,IGBAYE,29-25-03-001,"POST OFFICE, IGBAYE",167,126,3,0,8.0340018,4.647618,1,True,True,False
Osun,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-001,"TOWN HALL, IKONIFIN",76,108,7,0,7.7995913,4.1456185,1,True,True,False
Osun,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-005,"METHODIST PRY. SCHOOL, ISERO II",143,142,0,0,7.7617961,4.1329453,1,True,True,False
Osun,OLA-OLUWA,ISERO/IKONIFIN,29-26-06-006,ABASADE,117,109,12,3,7.7977995,4.1206748,1,True,True,False
Osun,OLA-OLUWA,OBAMORO/ILE OGO,29-26-07-001,"D.C. PRY. SCHOOL, ILE - OGO I",130,228,3,0,7.7770005,4.2023095,1,False,False,True
Osun,OLA-OLUWA,OBAMORO/ILE OGO,29-26-07-003,"METHODIST PRY. SCHOOL, OBAMORO I",101,135,0,0,7.7617961,4.1329453,1,True,True,False
Osun,OLA-OLUWA,BODE-OSI,29-26-08-005,OLOWE VILLAGE,240,103,1,0,7.7473363,4.2897563,1,False,False,True
Osun,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-001,"METHODIST PRY. SCHOOL, ASA I",95,159,9,0,7.787142,4.226894,1,True,True,False
Osun,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-002,"METHODIST PRY. SCHOOL, ASA II",91,167,4,0,7.787142,4.226894,1,True,True,False
Osun,OLA-OLUWA,ASA AJAGUNLASE,29-26-10-006,"TOWN HALL, AJAGUNLASE II",230,144,4,9,7.818697,4.2025859,1,False,False,True
Osun,OLORUNDA,AGOWANDE,29-27-01-012,OSUNKUNLE/BABALOLA,231,62,8,0,7.7988796,4.5469705,1,False,False,True
Osun,OLORUNDA,ATELEWO,29-27-04-010,"ONIMAJESIN, OSOGBO",0,0,0,0,7.7736359,4.5630874,1,False,False,True
Osun,OLORUNDA,OWODE  II,29-27-07-006,A.U.D SABO I,162,100,4,0,7.8582665,4.5727598,1,True,False,False
Osun,OLORUNDA,AYETORO,29-27-08-002,KOBONGBOGBOE,207,161,56,1,7.8324214,4.5964855,1,False,False,True
Osun,OLORUNDA,AYETORO,29-27-08-003,OTAEFUN SETTLEMENT,287,170,67,3,7.8192555,4.5869152,1,False,False,True
Osun,OLORUNDA,AYETORO,29-27-08-005,AJEWOLE HOUSING ESTATE,196,78,40,0,7.7830729,4.5688046,1,False,False,True
Osun,OLA-OLUWA,ASAMU/ILEMOWU,29-26-02-002,"BAPTIST PRY. SCHOOL, ILEMOWU",0,0,0,0,7.6810121,4.2517079,1,False,False,True
Osun,OLA-OLUWA,TELEMU,29-26-01-001,"TOWN HALL, TELEMU I",0,0,0,0,7.673789,4.2564719,1,False,False,True
Osun,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-005,"2 AGANA AREA, INISA",123,98,0,0,7.974139,4.6527845,1,True,False,False
Osun,ODO-OTIN,FAJI/OPETE,29-25-04-003,"N.U. D PRY. SCHOOL, OPETE",81,116,1,0,8.0603314,4.6343813,1,True,True,False
Osun,ODO-OTIN,IGBAYE,29-25-03-004,"BAPTIST PRY. SCHOOL, IGBAYE I",71,116,5,0,8.0213414,4.6145153,1,True,True,False
Osun,ODO-OTIN,IGBAYE,29-25-03-005,"N.U.D PRY. SCHOOL, IGBAYE",90,114,4,0,8.031967,4.6400309,1,True,True,False
Osun,ODO-OTIN,IGBAYE,29-25-03-006,"ALAGBEDE BLACKSMITH SHOP, IGBAYE",95,130,3,0,8.0340018,4.647618,1,True,True,False
Osun,ODO-OTIN,IGBAYE,29-25-03-007,"IMULEKE VILLAGE, IGBAYE",21,109,2,0,8.0340018,4.647618,1,True,True,False
Osun,ODO-OTIN,FAJI/OPETE,29-25-04-001,"MATERNITY CENTRE PREMISES, FAAJI",56,107,5,0,8.039731,4.6217932,1,True,True,False
Osun,ODO-OTIN,FAJI/OPETE,29-25-04-002,"ST. JOHN'S PRY. SCHOOL, FAAJI",70,157,8,0,8.039731,4.6217932,1,True,True,False
Osun,ODO-OTIN,EKOSIN/IYEKU,29-25-05-001,"BAPTIST PRY. SCHOOL, EKOSIN",97,180,3,0,8.0213414,4.6145153,1,True,True,False
Osun,ODO-OTIN,JAGUN OSI BALE ODE,29-25-13-003,"A.U.D. PRY. SCHOOL, INISA",125,81,1,0,7.9784399,4.6566314,1,True,False,False
Osun,ODO-OTIN,EKOSIN/IYEKU,29-25-05-003,"ST. PAUL'S PRY. SCHOOL, EKOSIN",142,161,8,0,8.0318071,4.6311533,1,True,True,False
Osun,ODO-OTIN,ORE/AGBEYE,29-25-06-001,"ST. GABRIEL'S PRY. SCHOOL, ORE",237,188,1,0,7.9621683,4.5682458,1,False,False,True
Osun,ODO-OTIN,ORE/AGBEYE,29-25-06-002,"TOWN HALL, ORE",0,0,0,0,7.963228,4.566664,1,False,False,True
Osun,ODO-OTIN,ORE/AGBEYE,29-25-06-006,"OPEN SPACE IN FRONT OF OYADOSU'S HOUSE, AGBEYE",0,0,0,0,7.9985449,4.5966258,1,True,False,False
Osun,ODO-OTIN,OKUA/EKUSA,29-25-08-006,"ST. CECILIA'S  PRY. SCHOOL, OKUA",113,156,2,0,8.0194359,4.6127574,1,True,True,False
Osun,ODO-OTIN,OLUNISA,29-25-10-009,"24 IKUPELETE AREA, INISA",126,93,1,0,7.974139,4.6527845,1,True,False,False
Osun,IFE SOUTH,KERE,29-16-09-010,"PRY SCHOOL, ABA OGUNLEYE",38,54,3,0,7.2592087,4.5057333,1,True,True,False
Osun,ATAKUMOSA EAST,IWARA,29-01-01-001,TOWN HALL IWARA,44,0,273,0,7.7107567,4.2414463,1,False,False,True
Osun,IFE SOUTH,KERE,29-16-09-006,CAMP OJA,89,89,0,0,7.2592087,4.5057333,1,True,True,False
Osun,EDE NORTH,ASUNMO,29-07-10-004,"OPEN SPACE OKE OGOSUN, EDE",107,193,2,0,7.7304127,4.4377033,1,True,True,False
Osun,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-009,"56, AKODA COMP.S AGATE ROAD",270,124,0,0,7.7356782,4.4368602,1,False,False,True
Osun,EDE NORTH,APASO,29-07-09-002,INFRONT OTANIOKU COMP.,55,127,1,0,7.7411494,4.4317144,1,True,True,False
Osun,EDE NORTH,APASO,29-07-09-003,1 AYOPE COMP.,61,180,0,0,7.7411494,4.4317144,1,True,True,False
Osun,EDE NORTH,APASO,29-07-09-004,"18, JARIOGUN COMP.",54,149,2,0,7.7411494,4.4317144,1,True,True,False
Osun,EDE NORTH,APASO,29-07-09-005,AGBOJA COMP.,92,196,2,1,7.7411494,4.4317144,1,True,True,False
Osun,EDE NORTH,APASO,29-07-09-007,"28, AGBERI COMP. OPP. MOSQUE",48,148,2,0,7.7411494,4.4317144,1,True,True,False
Osun,EDE NORTH,APASO,29-07-09-010,"32, APASO JUNCTION EDE",104,143,4,0,7.7411494,4.4317144,1,True,True,False
Osun,EDE NORTH,ASUNMO,29-07-10-002,"OPEN SPACETALAFIA IMAM, EDE",79,141,7,0,7.7338,4.4276,1,True,True,False
Osun,EDE NORTH,BARA EJEMU,29-07-11-001,BESIDE MUGBA MOSQUE,25,105,0,0,7.7343638,4.4330008,1,True,True,False
Osun,EJIGBO,ELEJIGBO 'C'/MAPO,29-10-03-001,"BEULAH BAPT. SCHOOL, EJIGBO",1,1,400,2,7.9075531,4.3167748,1,False,False,True
Osun,EDE NORTH,BARA EJEMU,29-07-11-002,AWO COMP.,39,159,2,0,7.7343638,4.4330008,1,True,True,False
Osun,EDE NORTH,BARA EJEMU,29-07-11-007,AIPOLA COMP.,47,173,3,0,7.7343638,4.4330008,1,True,True,False
Osun,EDE SOUTH,BABANLA/AGATE,29-08-01-002,"AGATE SQUARE, EDE",69,242,4,0,7.733185,4.4399732,1,False,False,True
Osun,EDE SOUTH,BABANLA/AGATE,29-08-01-007,OLUMOLE'S  COMP. EDE,103,243,2,0,7.7332967,4.438981,1,False,False,True
Osun,EDE SOUTH,KUYE,29-08-02-003,"OLOKI JUNCTION, EDE",65,183,3,0,7.7304127,4.4377033,1,True,True,False
Osun,EDE SOUTH,KUYE,29-08-02-004,"OOYE'S COMP., EDE",72,223,3,0,7.7304127,4.4377033,1,True,True,False
Osun,EDE SOUTH,JAGUN/JAGUN ,29-08-03-004,"42, OTEPE COMP. AGBANGUDU",101,233,7,0,7.669928,4.4293024,1,False,False,True
Osun,EDE SOUTH,ALAJUE I,29-08-04-001,"ALAJUE, BODE STREET, EDE",89,214,1,0,7.7301457,4.4379407,1,True,True,False
Osun,EDE NORTH,ISIBO/BUARI-ISOLA,29-07-08-006,150A STATION ROAD EDE,47,151,4,0,7.7175554,4.4458264,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-007,"NO. 1, ALABI STREET,",74,176,9,1,7.7534767,4.5179119,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-004,12 ARMY BARRACK'S ROAD,22,160,12,1,7.7552817,4.4317205,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-003,GARAGE ENTRANCE OKE GADA OPEN SQUARE,53,149,3,0,7.7499023,4.4365883,1,True,True,False
Osun,EDE NORTH,OLUSOKUN,29-07-04-001,59 ALAKAS COMPOUND,89,160,1,0,7.7451179,4.5057333,1,True,True,False
Osun,EDE NORTH,OLUSOKUN,29-07-04-002,BARA OKUSEHINDE COMPOUND,80,235,5,2,7.7451179,4.5057333,1,True,True,False
Osun,EDE NORTH,OLUSOKUN,29-07-04-003,KUMOMI JUNCTION COMP.,56,161,0,0,7.7451179,4.5057333,1,True,True,False
Osun,EDE NORTH,OLUSOKUN,29-07-04-006,ABERE I,91,156,26,2,7.7451179,4.5057333,1,True,True,False
Osun,EDE NORTH,OLUSOKUN,29-07-04-008,IFAOSUN,42,163,9,0,7.7451179,4.5057333,1,True,True,False
Osun,EDE NORTH,ALUSEKERE,29-07-05-001,ISEKI OLOTI,62,223,3,2,7.7236651,4.4851265,1,False,False,True
Osun,EDE NORTH,ALUSEKERE,29-07-05-002,ALUSEKERE JUNCTION,0,0,0,0,7.7344029,4.4431021,1,False,False,True
Osun,EDE NORTH,ALUSEKERE,29-07-05-004,"OWODE COMM. PRY SCHOOL,",217,380,147,2,7.729243,4.4696765,1,False,False,True
Osun,EDE NORTH,ALUSEKERE,29-07-05-005,"L.A. PRY. SCHOOL, KAJOLA",69,179,22,0,7.7389671,4.4258053,1,True,True,False
Osun,EDE NORTH,ALUSEKERE,29-07-05-006,LAPELEKE SQUARE I,24,99,0,0,7.7236651,4.4851265,1,True,True,False
Osun,EDE NORTH,ALUSEKERE,29-07-05-007,LAPELEKE SQUARE II (OPEN SPACE),51,110,2,0,7.7236651,4.4851265,1,True,True,False
Osun,EDE NORTH,ALUSEKERE,29-07-05-010,OPEN SPACE JAGUN ODOMU VILLAGE,26,123,0,0,7.6534326,4.4215849,1,True,True,False
Osun,EDE NORTH,ALUSEKERE,29-07-05-012,ELERE EGBEJODA,15,108,4,0,7.7236651,4.4851265,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE I,29-07-06-001,"L.A. PRY. SCHOOL, AGBONGBE",66,134,4,0,7.7389671,4.4258053,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE I,29-07-06-006,OSUN AGBENI JUNCTION,113,160,5,0,7.7095147,4.4575071,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE I,29-07-06-009,AJIBOLU SQUARE EDE,61,165,0,0,7.7304127,4.4377033,1,True,True,False
Osun,EDE NORTH,SABO/AGBONGBE II,29-07-07-002,GARAGE:  ENTRANCE( OKE GADA),72,164,11,2,7.7499023,4.4365883,1,False,True,False
Osun,EDE SOUTH,ALAJUE I,29-08-04-003,"ST. PETERS PRY. SCHOOL, EDE",58,212,3,0,7.7281192,4.4396085,1,True,True,False
Osun,EDE SOUTH,ALAJUE II,29-08-05-002,"L.A. SCHOOL, PONPOLA",38,186,3,0,7.6854917,4.5108862,1,True,True,False
Osun,EDE SOUTH,ALAJUE II,29-08-05-004,"L.A. SCHOOL, ALAJUE  I",51,207,2,0,7.6854917,4.5108862,1,True,True,False
Osun,EGBEDORE,ARA I,29-09-02-006,ABOGUNDE COMMUNITY PRY. SCHOOL,74,112,0,0,7.8440067,4.3822109,1,True,True,False
Osun,EGBEDORE,ARA II,29-09-03-002,"ISALE AYO AREA, ARA",64,168,7,0,7.85212,4.3847814,1,True,True,False
Osun,EGBEDORE,ARA II,29-09-03-003,"BAPTIST DAY PRY SCHOOL, ARA",96,128,20,1,7.8535468,4.3841589,1,True,True,False
Osun,EGBEDORE,IDO-OSUN,29-09-04-003,IDO-OSUN DISPENSARY PREMISES,239,200,27,1,7.7782514,4.4812672,1,False,False,True
Osun,EGBEDORE,IRA GBERI I,29-09-05-001,IRAGBERI TOWN HALL,104,172,6,0,7.7845724,4.3636493,1,True,True,False
Osun,EGBEDORE,IRA GBERI I,29-09-05-002,EJEMU AREA,110,215,11,0,7.7819209,4.3539439,1,True,True,False
Osun,EGBEDORE,IRA GBERI I,29-09-05-003,ISALE ARO AREA,108,116,4,0,7.7819209,4.3539439,1,True,True,False
Osun,EGBEDORE,IRA GBERI II,29-09-06-002,BADA AREA IRAGBERI,137,143,0,0,7.7831581,4.3655059,1,True,True,False
Osun,EGBEDORE,IRA GBERI II,29-09-06-003,OLOSI AREA IRAGBERI,103,220,5,0,7.7831581,4.3655059,1,True,True,False
Osun,EGBEDORE,IRA GBERI II,29-09-06-004,"DAODU AREA, IRAGBERI",160,139,1,1,7.7831581,4.3655059,1,True,True,False
Osun,IFE SOUTH,KERE,29-16-09-005,"ST. AGNES PRY. SCHOOL, IPONRIN",50,50,0,3,7.281028,4.514155,1,True,True,False
Osun,EGBEDORE,OJO/ARO,29-09-09-002,"BAPTIST DAY PRY. SCHOOL, ARO",178,208,0,0,7.8085298,4.4262325,1,False,False,True
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-001,DADA ESTATE OLORUNSOGO,122,116,102,5,7.7912419,4.5204793,1,False,False,True
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-002,DADA ESTATE OLORUNSOGO,89,18,47,2,7.7912419,4.5204793,1,False,False,True
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-006,"ST. GEORGES R.C.M PRY. SCHOOL, OFATEDO",94,193,61,1,7.769643,4.5107815,1,False,False,True
Osun,EGBEDORE,OKINNI/OLORUNSOGO/OFATEDO,29-09-10-010,"Y.T.D. PRY. SCHOOL, OKINNI",198,250,41,0,7.8319924,4.5177669,1,False,False,True
Osun,EJIGBO,ELEJIGBO 'A',29-10-01-006,EVANG/OMO-OYE,181,101,11,0,7.9140377,4.3038709,1,True,True,False
Osun,EJIGBO,ELEJIGBO 'B'/OSOLO,29-10-02-010,"D.C.SCHOOL, IWO ROAD",209,107,22,0,7.8300184,4.097777,1,True,True,False
Osun,EGBEDORE,ARA II,29-09-03-001,"TOWN HALL, ARA (OLD)",151,150,5,0,7.85212,4.3847814,1,True,True,False
Osun,EGBEDORE,ARA I,29-09-02-004,"Y.T.D. PRY. SCHOOL, ARA",149,176,11,0,7.8506934,4.3863471,1,True,True,False
Osun,EDE SOUTH,ALAJUE II,29-08-05-006,AMINIWON VILLAGE,67,162,1,0,7.6854917,4.5108862,1,True,True,False
Osun,EGBEDORE,ARA I,29-09-02-003,"ISALE - JALA AREA, ARA",198,164,2,0,7.85212,4.3847814,1,True,True,False
Osun,EDE SOUTH,ALAJUE II,29-08-05-007,"L.A. SCHOOL, AGBINPA VILLAGE",44,162,2,0,7.6854917,4.5108862,1,True,True,False
Osun,EDE SOUTH,ALAJUE II,29-08-05-008,DISPENSARY IDIAGBON VILLAGE,33,117,0,1,7.6854917,4.5108862,1,True,True,False
Osun,EDE SOUTH,OLODAN,29-08-06-002,"L.A. SCHOOL, OLODAN  I",77,165,1,0,7.6368422,4.5057333,1,True,True,False
Osun,EDE SOUTH,OLODAN,29-08-06-004,"ST. LUKE'S PRY. SCHOOL, AROLA",31,208,2,0,7.6368422,4.5057333,1,False,False,True
Osun,EDE SOUTH,OLODAN,29-08-06-005,GAGA VILLAGE,89,165,1,0,7.6368422,4.5057333,1,True,True,False
Osun,EDE SOUTH,BABASANYA,29-08-07-004,ILE-ORI OKE COMP.  EDE,80,187,4,1,7.7316888,4.4358752,1,True,True,False
Osun,EDE SOUTH,SEKONA,29-08-08-004,"C.A.C. PRY. SCHOOL, SEKONA",91,184,9,0,7.6055739,4.5241935,1,False,True,False
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-004,"ISLAMIC PRY  SCHOOL, OLORUNDA II",12,15,5,0,7.6369854,4.4673434,1,False,False,True
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-005,ELEWURE VILLAGE,14,125,0,0,7.6633842,4.4571268,1,True,True,False
Osun,EDE SOUTH,OLOKI/AKODA,29-08-09-008,"COMMUNITY PRY. SCHOOL, OLUWERE",0,0,0,0,7.7146527,4.4891506,1,False,False,True
Osun,EDE SOUTH,LOOGUN,29-08-10-001,"Y.T.D. PRY. SCHOOL, ARAROMI LOGUN I",51,122,1,0,7.669928,4.4293024,1,True,True,False
Osun,EDE SOUTH,LOOGUN,29-08-10-002,"Y.T.D. PRY. SCHOOL, ARAROMI LOGUN II",35,122,2,0,7.669928,4.4293024,1,True,True,False
Osun,EDE SOUTH,LOOGUN,29-08-10-006,DEENU VILLAGE,42,167,0,0,7.6651122,4.387352,1,True,True,False
Osun,EDE SOUTH,LOOGUN,29-08-10-008,AKINBODE VILLAGE,20,99,2,0,7.6119799,4.3915295,1,True,True,False
Osun,EGBEDORE,AWO/ABUDO,29-09-01-001,"BAPTIST DAY PRY. SCHOOL, AWO",70,165,11,0,7.8535468,4.3841589,1,True,True,False
Osun,EGBEDORE,AWO/ABUDO,29-09-01-002,"TOWN HALL, AWO",89,192,0,0,7.7672624,4.3957073,1,True,True,False
Osun,EGBEDORE,ARA I,29-09-02-001,"EBENEZER BAPTIST DAY PRY SCHOOL, ARA",71,137,10,0,7.8527059,4.3788698,1,True,True,False
Osun,EDE NORTH,OLOGUN/AGBAAKIN,29-07-03-004,OPEN SPACE IN FRONT OF BAALE ILE ARANYIN( ARANYIN SQUARE,287,23,0,0,7.7356516,4.4394333,1,False,False,True
Osun,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-010,ABOGUNDE COMP. (OPEN SPACE),46,104,4,0,7.7402753,4.4282372,1,True,True,False
Osun,EDE NORTH,ABOGUNDE/SAGBA,29-07-02-009,ABOGUNDE COMP.,36,176,4,3,7.7402753,4.4282372,1,True,True,False
Osun,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-014,"OLUSEYI HALL, FAJOB'S COMP. ODE-OMU",84,107,0,0,7.5405811,4.4027782,1,True,True,False
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-007,"MOJAPA, MOJAPA VILLAGE",74,34,0,0,7.4386611,4.3359635,1,True,True,False
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-011,"AKIRIBOTO ALABE, AKIRIBOTO VILLAGE",30,16,0,0,7.4650864,4.323766,1,False,False,True
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-013,ALAGBEDE VILLAGE,74,33,2,0,7.5151916,4.3757853,1,True,True,False
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-014,BEMBE VILLAGE,85,35,0,0,7.410107,4.342866,1,True,True,False
Osun,AYEDAADE,ODE-OMU RURAL,29-03-08-006,"ST. JAME'S TONKERE, TONKERE TOWN",81,107,1,0,7.5405811,4.4027782,1,True,True,False
Osun,AYEDAADE,ODE-OMU RURAL,29-03-08-008,"ST. MATTHEW'S EJEMU, EJEMU VILLAGE",35,51,0,0,7.5128574,4.372894,1,True,True,False
Osun,AYEDAADE,OBALUFON,29-03-09-005,"GBEKE HALL, GBEKE VILLAGE",55,67,3,0,7.138339,4.2128337,1,False,True,False
Osun,AYEDAADE,ANLUGBUA,29-03-10-004,"SABO I, SABO AREA",112,60,0,0,7.2125391,4.3256918,1,True,True,False
Osun,AYEDAADE,ANLUGBUA,29-03-10-005,"SABO II, SABO AREA",61,23,0,0,7.2125391,4.3256918,1,True,True,False
Osun,AYEDAADE,ANLUGBUA,29-03-10-008,"COURT HALL, OJUOJA, ORILE OWU",37,0,2,0,7.2487809,4.3305736,1,False,False,True
Osun,AYEDAADE,ANLUGBUA,29-03-10-013,"MOTAKO II, MOTAKO VILLAGE",7,10,0,0,7.2812468,4.2960112,1,False,False,True
Osun,AYEDAADE,ANLUGBUA,29-03-10-016,"ABIMBOLA VILLAGE, ABIMBOLA VILLAGE",77,57,0,0,7.2187845,4.3582793,1,True,True,False
Osun,AYEDAADE,ANLUGBUA,29-03-10-019,COMMUNITY PRY. SCHOOL ALABAMETA,101,45,0,0,7.2125391,4.3256918,1,True,True,False
Osun,AYEDIRE,OLUPONNA  1,29-04-01-002,"D.C. SCHOOL, ADENLERE, ADENLERE",102,126,4,0,7.5897181,4.2242849,1,True,True,False
Osun,AYEDIRE,OLUPONNA  1,29-04-01-005,OLUPONNA TOWN HALL II,91,157,12,0,7.6052968,4.1893787,1,True,True,False
Osun,AYEDIRE,OLUPONNA  1I,29-04-02-003,OJISUN OPEN SPACE,161,225,2,0,7.6033521,4.1867673,1,False,False,True
Osun,AYEDIRE,OLUPONNA  1II,29-04-03-001,ARAROMI MARKET I,157,232,6,0,7.6403955,4.1866417,1,False,False,True
Osun,AYEDAADE,GBONGAN RURAL,29-03-07-001,D.C. AKOWIDE AKOWIDE VILLAGE,87,66,0,0,7.4292494,4.3155825,1,True,True,False
Osun,AYEDAADE,IJEGBE/OKE-ESO/OKE-OWU IJUGBE,29-03-05-011,"ILE OSO ARO AREA, ILE OSO ARO, ODE OMU",91,108,3,0,7.5405811,4.4027782,1,True,True,False
Osun,AYEDIRE,OKE-OSUN,29-04-04-010,LAITAN VILLAGE,32,9,0,0,7.5581613,4.264103,1,False,False,True
Osun,AYEDAADE,OTUN-OLUFI,29-03-04-012,"ABEKOKO, ABEKOKO AREA, GBONGAN",126,108,1,0,7.4762865,4.3513749,1,True,True,False
Osun,ATAKUMOSA EAST,IPERINDO,29-01-04-003,"TEMIDIRE GRAMMAR SCHOOL, IPERINDO",75,141,3,0,7.4956801,4.8235509,1,True,True,False
Osun,ATAKUMOSA EAST,IPERINDO,29-01-04-006,"COMM. PRY. SCHOOL, KAJOLA",24,120,1,0,7.4956801,4.8235509,1,True,True,False
Osun,ATAKUMOSA EAST,IPERINDO,29-01-04-007,"CENT. PRY. SCHOOL, AASA",2,246,0,0,7.4956801,4.8235509,1,False,False,True
Osun,ATAKUMOSA EAST,ETI-ONI,29-01-05-004,COURT HALL ITAPA,6,238,0,0,7.4174486,4.763334,1,False,False,True
Osun,ATAKUMOSA EAST,AJEBANDELE,29-01-10-002,"ST. JOHN'S PRY SCHOOL, ERINBURO",6,165,2,0,7.4771604,4.7898731,1,False,False,True
Osun,ATAKUMOSA WEST,OSU II,29-02-02-009,"COMM. PRY. SCHOOL, ASAOBI",20,112,0,0,7.6196985,4.5934,1,False,True,False
Osun,ATAKUMOSA WEST,IFELODUN,29-02-05-005,"METHODIST PRY. SCHOOL, IGUN",1,1,1,0,7.5579416,4.6908213,1,False,False,True
Osun,ATAKUMOSA WEST,ITAGUNMODI,29-02-06-001,"TOWN HALL, ITAGUNMODI  I",50,107,4,1,7.5289301,4.6492325,1,False,True,False
Osun,ATAKUMOSA WEST,ITAGUNMODI,29-02-06-005,OKE IPA VILLAGE (OPEN SPACE) ,33,105,4,1,7.5289301,4.6492325,1,False,True,False
Osun,ATAKUMOSA WEST,OKE BODE,29-02-07-005,"L.A. PRY. SCHOOL, KAJOLA",187,182,14,0,7.6987811,4.6138868,1,False,False,True
