State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Latitude,Longitude,APC_Outlier_Score,PDP_Outlier_Score,LP_Outlier_Score,NNPP_Outlier_Score,Max_Outlier_Score
Osun,ILA,EJIGBO  I,29-17-01-006,POST OFFICE,51,52,0,0,8.0290542,4.8416936,0,2,0,0,2
Osun,ILA,EJIGBO  I,29-17-01-001,"BAPTIST PRY. SCHOOL, OKE EJIGBO I",109,106,1,0,7.868332,4.202408,0,0,0,2,2
Osun,AYEDAADE,OBALUFON,29-03-09-010,"ABEWELA VILLAGE, ABEWELA VILLAGE",58,114,2,0,7.138339,4.2128337,0,2,0,0,2
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-008,COOP. STORE OGOGO AROWO KOMO,40,48,0,6,7.4848833,4.6285509,0,1,0,2,2
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-005,"COOP. STORE AREA, TOBA",43,36,18,0,7.4848833,4.6285509,0,0,1,2,2
Osun,IFE SOUTH,ABIRI OGUDU,29-16-10-001,"COOP. STORE AREA, ABIRI VILLAGE",114,90,38,5,7.4848833,4.6285509,0,1,1,2,2
Osun,AYEDAADE,ANLUGBUA,29-03-10-003,"FARM SETTLEMENT, FARM SETTLEMENT, ORILEOWU",117,83,9,1,7.2484451,4.3324324,0,0,1,2,2
Osun,IFE SOUTH,KERE,29-16-09-003,OLOMU OJA,154,40,4,1,7.199844,4.4641114,2,0,0,2,2
Osun,AYEDAADE,ANLUGBUA,29-03-10-013,"MOTAKO II, MOTAKO VILLAGE",7,10,0,0,7.2812468,4.2960112,1,1,2,2,2
Osun,IFE SOUTH,OSI,29-16-08-006,"ABA JOSHUA PRY. SCHOOL, ABA JOSHUA II",0,0,0,0,7.253574,4.5315029,1,2,0,0,2
Osun,IFE SOUTH,OSI,29-16-08-004,"MATERNITY CENTRE, ISOYA",88,103,3,0,7.253574,4.5315029,1,2,1,0,2
Osun,IFE SOUTH,OSI,29-16-08-003,ANDU MATERNITY ANDU,56,16,1,0,7.253574,4.5315029,1,2,0,0,2
Osun,IFE SOUTH,OLODE,29-16-07-010,"UNITED L.A. SCHOOL, LABATA",69,110,5,0,7.3243901,4.6691548,0,2,0,0,2
Osun,IFE SOUTH,OLODE,29-16-07-005,"A.U.D. PRY. SCHOOL, OLODE I",172,144,7,0,7.1804742,4.7007588,2,0,0,1,2
Osun,AYEDAADE,ANLUGBUA,29-03-10-014,"OPE AYOOLA, OPE AYOOLA VILLAGE",21,9,1,0,7.2002947,4.3323521,1,2,2,2,2
Osun,IFE EAST,MODAKEKE  II,29-13-09-005,"ST. STEPHEN 'A' PRY. SCHOOL, ITASIN AREA",0,0,0,0,7.4777,4.5457,2,1,0,0,2
Osun,AYEDIRE,OLUPONNA  1II,29-04-03-004,"SAINT JOHN'S SCHOOL, WAASINMI",87,119,0,0,7.5536917,4.166734,2,0,0,1,2
Osun,IFE EAST,MODAKEKE  II,29-13-09-002,AKODI ONILE ARAN ,119,92,0,0,7.471757,4.5340805,1,1,0,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-019,MOORE,77,21,19,0,7.5174356,4.5114744,0,1,2,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-014,ALAKOWE,42,37,12,0,7.5174356,4.5114744,0,1,2,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-013,OPA AREA,154,56,49,0,7.5174356,4.5114744,0,1,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-012,IFE CITY AREA II,135,67,25,0,7.5174356,4.5114744,0,1,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-011,IKOYI QUARTERS,92,46,17,0,7.512266,4.575672,2,0,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-010,IFEDAPO STREET,91,60,40,0,7.4650198,4.5724828,0,0,2,1,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-007,"OPP. PAPA OWOYOMI, OJAJA LINE I",104,75,7,0,7.5174356,4.5114744,0,1,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-006,AFTER POLICE STATION,127,63,12,0,7.5174356,4.5114744,0,1,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-004,AGBEDE AREA,132,166,0,0,7.5554803,4.5315029,0,2,0,1,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-002,AGBEDEGBEDE STREET,102,26,0,0,7.5174356,4.5114744,0,1,1,2,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-001,IFE CITY HALL AREA I,90,0,5,35,7.5174356,4.5114744,0,1,2,2,2
Osun,IFE CENTRAL,AKARABATA,29-11-10-011,FRONTAGE OF WATER CORPORATION,52,21,8,0,7.4879839,4.5364979,0,1,2,1,2
Osun,IFE CENTRAL,AKARABATA,29-11-10-005,URBAN DAY GRAMMAR SCHOOL,44,30,17,0,7.4881889,4.5323517,0,2,2,1,2
Osun,IFE CENTRAL,IREMO III,29-11-07-014,OPEN SPACE LONDON STREET,0,0,0,0,7.4882782,4.5535328,0,0,2,2,2
Osun,IFE CENTRAL,IREMO III,29-11-07-011,AKODI JARAN ARINLOYE,59,44,1,0,7.4870951,4.5514827,0,1,2,0,2
Osun,IFE CENTRAL,IREMO III,29-11-07-003,RECREATION CLUB,88,19,32,0,7.4869284,4.548769,0,2,2,0,2
Osun,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-015,TOWN PLANNING OFFICE,112,27,42,1,7.4986919,4.5392361,0,1,2,0,2
Osun,AYEDIRE,ILEOGBO  I,29-04-05-004,"N.U. D. SCHOOL, ILEOGBO I",158,65,6,0,7.6314425,4.2358987,1,2,0,1,2
Osun,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-008,IFE GIRLS HIGH SCHOOL,112,56,37,2,7.4927361,4.5442311,1,2,2,1,2
Osun,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-007,FRONTAGE NITEL,74,35,22,0,7.4986919,4.5392361,0,1,2,0,2
Osun,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-005,LIVING HOPE HOSPITAL,121,59,70,1,7.4959559,4.5438695,0,1,2,0,2
Osun,AYEDIRE,ILEOGBO  I,29-04-05-005,"N.U. D. SCHOOL, ILEOGBO II",110,48,0,0,7.6152617,4.2307723,1,2,0,1,2
Osun,IFE CENTRAL,IREMO II (ELEYELE),29-11-06-001,OPEN SPACE MAYFAIR JUNCTION,68,27,42,0,7.4910797,4.5342582,0,1,2,0,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-014,"SPORTS CENTRE, O.A.U",35,3,32,0,7.5174314,4.5227636,2,2,2,1,2
Osun,AYEDIRE,ILEOGBO  III,29-04-07-002,IDI-OGUN OPEN SPACE,133,229,0,0,7.6069732,4.248717,1,2,0,1,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-012,"OPEN SPACE FALAJU STREET, EDE-ROAD",76,27,18,0,7.4941238,4.527211,0,2,2,0,2
Osun,IFE CENTRAL,IREMO/AJEBANDELE,29-11-05-011,"L.A. PRY. SCHOOL, ELEFON",105,47,1,0,7.4959017,4.4997979,0,1,2,1,2
Osun,AYEDIRE,ILEOGBO  IV,29-04-08-002,"AFRICAN CHURCH AREA, OPEN SPACE",145,221,2,0,7.6312421,4.2564094,1,2,0,1,2
Osun,IFE CENTRAL,MOORE OJAJA,29-11-11-015,ERE-OLA,144,54,42,0,7.5174356,4.5114744,0,1,2,2,2
Osun,AYEDIRE,ILEOGBO  I,29-04-05-001,IDI ORE MARKET,239,101,0,0,7.6314425,4.2358987,2,0,0,1,2
Osun,IFE EAST,MODAKEKE I,29-13-08-008,"ST. STEPHEN 'C' PRY. SCHOOL, ADEOWO",252,81,23,2,7.4554641,4.5443923,2,1,1,1,2
Osun,IFEDAYO,ISINMI,29-12-03-003,ABA OLUODE,103,139,4,1,7.9945904,4.9974461,0,0,1,2,2
Osun,IFE EAST,MODAKEKE I,29-13-08-007,"SALEM BAP. PRY. SCHOOL, IRAYE AREA",128,47,16,0,7.4554641,4.5443923,1,0,1,2,2
Osun,IFE EAST,MODAKEKE I,29-13-08-006,"BOOSA MARKET, BOOSA MARKET",195,64,3,0,7.4678,4.5527,1,1,2,1,2
Osun,IFE EAST,MODAKEKE I,29-13-08-005,"COMM. GRAMMAR SCHOOL, TORO ROAD",234,72,26,2,7.4554641,4.5443923,2,1,1,1,2
Osun,IFE EAST,MODAKEKE I,29-13-08-004,SALVATION ARMY PRY. AJE ROAD,155,109,9,0,7.4554641,4.5443923,1,0,1,2,2
Osun,AYEDIRE,OKE-OSUN,29-04-04-001,"CHRIST ANGLICAN SCHOOL, ELESIN",145,157,0,0,7.5383485,4.2718177,0,2,1,1,2
Osun,IFE EAST,OKEREWE  III,29-13-06-008,"IFELODUN COMM. PRY. SCHOOL, ONDO ROAD",180,155,42,0,7.4567293,4.5564025,2,1,1,1,2
Osun,IFE EAST,OKEREWE  III,29-13-06-003,"AKODI LOWA OMISORE, OGBON-OYA",157,78,11,1,7.4201678,4.5676009,0,0,0,2,2
Osun,IFE EAST,OKEREWE  III,29-13-06-001,"ST. PETERS GRAM. SCHOOL, ONDO ROAD",116,127,16,0,7.4618616,4.5500684,2,1,2,1,2
Osun,IFE EAST,OKEREWE  II,29-13-05-005,AKODI LADELATAN LAFOGIDO STREET,107,103,4,1,7.4802556,4.5605083,0,2,0,2,2
Osun,AYEDIRE,OKE-OSUN,29-04-04-005,"N.U.D. SCHOOL, ILEIRAN",139,201,0,0,7.5581613,4.264103,0,2,1,1,2
Osun,IFE EAST,OKEREWE  I,29-13-04-007,"AKODI ADAGBA, ADEGOKE STREET",108,142,21,0,7.4415278,4.5882392,0,2,0,0,2
Osun,AYEDIRE,OKE-OSUN,29-04-04-009,OLORUNDA MARKET,17,14,0,0,7.5581613,4.264103,1,1,2,2,2
Osun,IFE EAST,ILODE  II,29-13-03-006,"OONI GIRLS' HIGH SCHOOL, OKE-OGBO",182,146,45,3,7.470501,4.5749393,1,1,2,1,2
Osun,IFE EAST,ILODE  II,29-13-03-002,"LOCAL AUTHORIY PRY. SCHOOL, MOSARAJO VILLAGE",83,42,7,1,7.4682343,4.6140481,0,0,1,2,2
Osun,IFE EAST,ILODE  II,29-13-03-001,"CATHOLIC TECHNICAL COLLEGE, ILODE",180,109,29,2,7.4822447,4.5756575,0,0,2,1,2
Osun,IFE EAST,ILODE  I,29-13-02-007,AKODI JETAO OPP. ENUWA SQUARE,0,0,10,0,7.4808704,4.5663113,2,0,0,0,2
Osun,IFE EAST,MOORE,29-13-01-010,"OPA  AREA, ILESHA ROAD",201,117,83,0,7.4961974,4.5684936,1,1,1,2,2
Osun,IFE EAST,MOORE,29-13-01-008,"ABA OMPETU, OMPETU VILLAGE",39,23,1,0,7.4357606,4.6243751,0,2,0,0,2
Osun,IFE EAST,MOORE,29-13-01-005,"L.A. PRY. SCHOOL, IJIO, OJA IFE",206,101,11,0,7.4955493,4.5000978,0,2,1,1,2
Osun,AYEDIRE,OKE-OSUN,29-04-04-010,LAITAN VILLAGE,32,9,0,0,7.5581613,4.264103,1,1,2,2,2
Osun,IFE EAST,MOORE,29-13-01-002,IFE CITY COLLEGE II ILESHA ROAD,116,72,58,4,7.5084543,4.5801803,1,0,2,1,2
Osun,IFE EAST,MOORE,29-13-01-001,IFE CITY COLLEGE I ILESHA ROAD,146,77,87,2,7.5084543,4.5801803,0,0,2,1,2
Osun,IFEDAYO,TEMIDIRE,29-12-10-003,"COMM. PRY. SCHOOL, I TEMIDIRE",17,29,0,0,7.9915283,5.0260479,2,1,2,2,2
Osun,IFEDAYO,ASAONI,29-12-07-004,OKE YARD ORA II,21,16,2,0,8.0360335,5.0533632,2,1,1,2,2
Osun,IFEDAYO,AWORO/OKE-ILA RURAL,29-12-06-007,ENSINKIN VILLAGE,15,35,0,0,7.9890943,5.0026454,1,1,2,1,2
Osun,AYEDIRE,OKE-OSUN,29-04-04-011,AJEBANDELE VILLAGE,28,10,0,0,7.5581613,4.264103,1,1,2,2,2
Osun,IFEDAYO,OBAALE,29-12-05-001,BAPTIST PRY. SCHOOL I,75,124,0,1,7.9493321,4.9884704,0,0,0,2,2
Osun,IFE NORTH,IPETUMODU  II,29-15-07-010,"AMULIE, IPETUMODU",0,97,11,1,7.5158343,4.44651,0,0,0,2,2
