State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Full_Location,Latitude,Longitude,Latitude_rad,Longitude_rad,Cluster_500m,Cluster_1000m,Cluster_2000m,Local_Moran_I,Local_Moran_p,Local_Moran_Significant,Local_Moran_Outlier,Getis_Ord_Gi,Getis_Ord_p,Getis_Ord_Significant,Getis_Ord_HotSpot,Getis_Ord_ColdSpot,Isolation_Forest_Score,Isolation_Forest_Outlier,Outlier_Score
OSUN,OBOKUN,EESUN/IDOOKO,29-24-05-004,IJAREGBE METHODIST PRY. SCHOOL,314,791,True,-1,False,False,False,False,UNKNOWN,135,8,159,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/05/pu/004/004-1677367149.pdf,"IJAREGBE METHODIST PRY. SCHOOL, EESUN/IDOOKO, OBOKUN, OSUN, Nigeria",7.6862035,4.7594513,0.134149558053312,0.0830680957733244,-1,-1,-1,0.2101199024777325,0.345,False,False,0.1850547638019916,0.323,False,False,False,1,False,0
OSUN,OBOKUN,EESUN/IDOOKO,29-24-05-005,IDO-OKO GRAMMAR SCHOOL,239,638,True,-1,False,False,False,False,UNKNOWN,102,5,118,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/05/pu/005/005-1677365851.pdf,"IDO-OKO GRAMMAR SCHOOL, EESUN/IDOOKO, OBOKUN, OSUN, Nigeria",7.7158145,4.7428915,0.13466636749812,0.0827790727398526,-1,-1,-1,0.3187008871593621,0.033,True,False,0.8647892744125721,0.043,True,True,False,1,False,1
OSUN,OBOKUN,EESUN/IDOOKO,29-24-05-006,AYETORO OPEN SPACE,216,564,True,-1,False,True,False,False,UNKNOWN,87,1,124,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/05/pu/006/006-1677367035.pdf,"AYETORO OPEN SPACE, EESUN/IDOOKO, OBOKUN, OSUN, Nigeria",7.7047062,4.7381013,0.1344724910888207,0.0826954679780236,-1,-1,-1,0.4053107346480436,0.034,True,False,0.8423118236877034,0.046,True,True,False,1,False,1
OSUN,OBOKUN,IMESI-ILE,29-24-06-002,IMESI-ILE TOWN HALL,253,699,True,-1,False,False,False,False,UNKNOWN,80,4,159,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/06/pu/002/002-1677364662.pdf,"IMESI-ILE TOWN HALL, IMESI-ILE, OBOKUN, OSUN, Nigeria",7.8326871,4.8303538,0.1367061791734863,0.0843055778462196,-1,-1,70,0.1116941343200499,0.411,False,False,0.0986076666867745,0.391,False,False,False,1,False,0
OSUN,OBOKUN,IMESI-ILE,29-24-06-003,IMESI-ILE RURAL HEALTH CENTRE,211,483,True,-1,False,False,False,False,UNKNOWN,64,7,134,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/06/pu/003/003-1677363745.pdf,"IMESI-ILE RURAL HEALTH CENTRE, IMESI-ILE, OBOKUN, OSUN, Nigeria",7.8335742,4.8416936,0.1367216619892808,0.0845034946927373,-1,-1,70,0.128494616840356,0.34,False,False,0.1923264363991148,0.317,False,False,False,1,False,0
OSUN,OBOKUN,IMESI-ILE,29-24-06-006,IMESI-ILE L.A. SCHOOL  I,151,351,True,-1,False,False,False,False,UNKNOWN,62,7,82,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/06/pu/006/006-1677368017.pdf,"IMESI-ILE L.A. SCHOOL  I, IMESI-ILE, OBOKUN, OSUN, Nigeria",7.8326871,4.8303538,0.1367061791734863,0.0843055778462196,-1,-1,70,-0.1192164706602378,0.196,False,False,0.3872698147346733,0.209,False,False,False,1,False,0
OSUN,OBOKUN,IMESI-ILE,29-24-06-007,IMESI-ILE L.A. SCHOOL  II,180,356,True,-1,True,False,False,False,UNKNOWN,53,7,105,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/06/pu/007/007-1677358552.pdf,"IMESI-ILE L.A. SCHOOL  II, IMESI-ILE, OBOKUN, OSUN, Nigeria",7.8326871,4.8303538,0.1367061791734863,0.0843055778462196,-1,-1,70,0.0374338661918649,0.262,False,False,0.3010328608172685,0.259,False,False,False,1,False,0
OSUN,OBOKUN,IMESI-ILE,29-24-06-008,IMESI-ILE MARKET SQUARE,196,465,True,-1,False,False,False,False,UNKNOWN,69,5,114,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/06/pu/008/008-1677359076.pdf,"IMESI-ILE MARKET SQUARE, IMESI-ILE, OBOKUN, OSUN, Nigeria",7.8326871,4.8303538,0.1367061791734863,0.0843055778462196,-1,-1,70,0.0784009164358847,0.282,False,False,0.2672948428972996,0.279,False,False,False,1,False,0
OSUN,OBOKUN,ESA-OKE,29-24-07-002,ESA-OKE ST. JOSEPH'S SCHOOL,279,919,True,-1,False,False,False,False,UNKNOWN,106,7,161,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/002/002-1677366698.pdf,"ESA-OKE ST. JOSEPH'S SCHOOL, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,2.188625617607234,0.001,True,False,1.861429533699054,0.001,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-003,ESA-OKE ST. PETER'S PRY. SCHOOL,257,579,True,-1,False,True,False,False,UNKNOWN,79,4,149,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/003/003-1677365585.pdf,"ESA-OKE ST. PETER'S PRY. SCHOOL, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,1.8120968460835791,0.001,True,False,1.9062292213234429,0.001,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-004,ESA-OKE UNITED SCHOOL,338,750,True,-1,False,False,False,False,UNKNOWN,115,2,207,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/004/004-1677379253.pdf,"ESA-OKE UNITED SCHOOL, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,3.443642638925164,0.001,True,False,1.6899636969238574,0.002,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-005,ESA-OKE AFRICAN CHURCH PRY. SCHOOL I,272,638,True,-1,False,False,False,False,UNKNOWN,87,2,181,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/005/005-1677369168.pdf,"ESA-OKE AFRICAN CHURCH PRY. SCHOOL I, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,2.77682621202868,0.001,True,False,1.790591605973296,0.001,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-006,ESA-OKE AFRICAN CHURCH PRY. SCHOOL II,299,575,True,-1,False,False,False,False,UNKNOWN,108,4,180,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/006/006-1677380722.pdf,"ESA-OKE AFRICAN CHURCH PRY. SCHOOL II, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,2.7432166426287963,0.001,True,False,1.790560107679823,0.001,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-007,ESA-OKE L.A. SCHOOL  I,395,750,True,-1,False,False,False,False,UNKNOWN,87,2,301,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/007/007-1677366420.pdf,"ESA-OKE L.A. SCHOOL  I, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,5.07923310868005,0.002,True,False,1.3403094841935104,0.003,True,True,False,-1,True,2
OSUN,OBOKUN,ESA-OKE,29-24-07-008,ESA-OKE L.A. SCHOOL  II,225,466,True,-1,False,False,False,False,UNKNOWN,62,5,150,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/008/008-1677365899.pdf,"ESA-OKE L.A. SCHOOL  II, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,1.8442507714334704,0.001,True,False,1.902494633670305,0.001,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-009,OJA-OKO OPEN SPACE,407,862,True,-1,False,False,False,False,UNKNOWN,114,2,286,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/009/009-1677365677.pdf,"OJA-OKO OPEN SPACE, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,6.305830999016511,0.001,True,False,1.795482044835752,0.001,True,True,False,-1,True,2
OSUN,OBOKUN,ESA-OKE,29-24-07-010,ESA-OKE GRAMMAR SCHOOL,326,869,True,-1,False,False,False,False,UNKNOWN,79,7,212,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/010/010-1677365671.pdf,"ESA-OKE GRAMMAR SCHOOL, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7498575,4.8875223,0.1352605299353764,0.085303356399646,-1,-1,71,2.8482020728289115,0.002,True,False,1.3365910707073518,0.003,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-011,ESA-OKE FARM SETTLEMENT,202,592,True,-1,False,False,False,False,UNKNOWN,91,5,100,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/011/011-1677367308.pdf,"ESA-OKE FARM SETTLEMENT, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,0.0544510906380684,0.001,True,False,1.7889540442255198,0.001,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-012,OKE-TAFIA PRIMARY SCHOOL,336,697,True,-1,False,False,False,False,UNKNOWN,106,0,223,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/012/012-1677366765.pdf,"OKE-TAFIA PRIMARY SCHOOL, ESA-OKE, OBOKUN, OSUN, Nigeria",7.763574,4.896008,0.1354999280222262,0.0854514598039825,-1,85,71,3.123947481754333,0.002,True,False,1.336959033461616,0.003,True,True,False,1,False,1
OSUN,OBOKUN,ESA-OKE,29-24-07-013,IDO AYEGUNLE PRY. SCHOOL,241,553,True,-1,False,False,False,False,UNKNOWN,84,0,148,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/07/pu/013/013-1677365825.pdf,"IDO AYEGUNLE PRY. SCHOOL, ESA-OKE, OBOKUN, OSUN, Nigeria",7.7590044,4.8965121,0.1354201734567271,0.0854602580087418,96,85,71,1.667710421832505,0.001,True,False,1.789701292653045,0.001,True,True,False,1,False,1
OSUN,OBOKUN,OTAN-ILE,29-24-08-001,OTAN-ILE IMUO PRY. SCHOOL,384,909,True,-1,False,False,False,False,UNKNOWN,180,7,184,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3727/ward/24645/pu/99322/99322-1677602535.pdf,"OTAN-ILE IMUO PRY. SCHOOL, OTAN-ILE, OBOKUN, OSUN, Nigeria",7.815332,4.7769256,0.1364032755364734,0.0833730798428056,97,86,72,0.3088627130120973,0.341,False,False,0.1928364283824397,0.318,False,False,False,-1,True,1
OSUN,OBOKUN,OTAN-ILE,29-24-08-002,OTAN-ILE MARKET SQUARE,208,498,True,-1,False,False,False,False,UNKNOWN,111,3,93,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/08/pu/002/002-1677373833.pdf,"OTAN-ILE MARKET SQUARE, OTAN-ILE, OBOKUN, OSUN, Nigeria",7.7909088,4.7868526,0.1359770102826004,0.0835463386776511,98,87,73,-0.0437134692698871,0.174,False,False,0.4324444136486481,0.179,False,False,False,1,False,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-003,OTAN-ILE N.U.D. SCHOOL,153,311,True,-1,False,False,False,False,UNKNOWN,86,1,65,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/08/pu/003/003-1677371424.pdf,"OTAN-ILE N.U.D. SCHOOL, OTAN-ILE, OBOKUN, OSUN, Nigeria",7.815332,4.7769256,0.1364032755364734,0.0833730798428056,97,86,72,-0.4008250909713907,0.074,False,False,0.6389268795358614,0.09,False,False,False,1,False,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-004,OTAN-ILE COOPERATIVE STORE,206,447,True,-1,False,True,False,False,UNKNOWN,48,3,148,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/08/pu/004/004-1677373492.pdf,"OTAN-ILE COOPERATIVE STORE, OTAN-ILE, OBOKUN, OSUN, Nigeria",7.815332,4.7769256,0.1364032755364734,0.0833730798428056,97,86,72,0.3051004098162228,0.245,False,False,0.3277571566195927,0.247,False,False,False,1,False,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-006,OTAN-ILE TOWN HALL,225,492,True,-1,False,False,False,False,UNKNOWN,98,3,114,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/08/pu/006/006-1677379054.pdf,"OTAN-ILE TOWN HALL, OTAN-ILE, OBOKUN, OSUN, Nigeria",7.815332,4.7769256,0.1364032755364734,0.0833730798428056,97,86,72,0.1335347615964478,0.163,False,False,0.4551726439590519,0.168,False,False,False,1,False,0
OSUN,OBOKUN,OTAN-ILE,29-24-08-007,OTAN-ILE N.U.D. SCHOOL,181,371,True,-1,False,False,False,False,UNKNOWN,93,2,83,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/08/pu/007/007-1677370810.pdf,"OTAN-ILE N.U.D. SCHOOL, OTAN-ILE, OBOKUN, OSUN, Nigeria",7.815332,4.7769256,0.1364032755364734,0.0833730798428056,97,86,72,-0.1651385013452183,0.099,False,False,0.571397346803419,0.11,False,False,False,1,False,0
OSUN,OBOKUN,ESA - ODO,29-24-09-001,ESA-ODO APOSTOLIC PRY. SCHOOL,348,721,True,-1,False,False,False,False,UNKNOWN,125,1,205,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/09/pu/001/001-1677360959.pdf,"ESA-ODO APOSTOLIC PRY. SCHOOL, ESA - ODO, OBOKUN, OSUN, Nigeria",7.7367348,4.8395177,0.1350314956136249,0.0844655180735431,-1,-1,-1,1.4910391226761943,0.045,True,False,0.7459176334636514,0.061,False,False,False,1,False,0
OSUN,OBOKUN,ESA - ODO,29-24-09-002,ESA-ODO MARKET SQUARE,322,643,True,-1,False,True,False,False,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/09/pu/002/002-1677358680.pdf,"ESA-ODO MARKET SQUARE, ESA - ODO, OBOKUN, OSUN, Nigeria",7.7427987,4.819745,0.1351373306341366,0.0841204193565341,-1,-1,-1,-1.5702623384971468,0.032,True,True,0.8493927894616502,0.045,True,True,False,-1,True,3
OSUN,OBOKUN,ESA - ODO,29-24-09-003,ESA-ODO ST. DAVID'S PRY. SCHOOL,215,377,True,-1,False,True,False,False,UNKNOWN,47,0,164,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/09/pu/003/003-1677359414.pdf,"ESA-ODO ST. DAVID'S PRY. SCHOOL, ESA - ODO, OBOKUN, OSUN, Nigeria",7.7367348,4.8395177,0.1350314956136249,0.0844655180735431,-1,-1,-1,1.1075969682968196,0.025,True,False,0.8992694036417906,0.032,True,True,False,1,False,1
OSUN,OBOKUN,ESA - ODO,29-24-09-004,ESA-ODO MATERNITY CENTRE,331,687,True,-1,False,False,False,False,UNKNOWN,130,2,191,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/09/pu/004/004-1677358897.pdf,"ESA-ODO MATERNITY CENTRE, ESA - ODO, OBOKUN, OSUN, Nigeria",7.7427987,4.819745,0.1351373306341366,0.0841204193565341,-1,-1,-1,0.2295003110577363,0.38,False,False,0.132753616073836,0.362,False,False,False,1,False,0
OSUN,OBOKUN,ESA - ODO,29-24-09-006,OKO KOJEGBIN OPEN SPACE,184,308,True,-1,False,False,False,False,UNKNOWN,60,0,123,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/09/pu/006/006-1677358691.pdf,"OKO KOJEGBIN OPEN SPACE, ESA - ODO, OBOKUN, OSUN, Nigeria",7.7427987,4.819745,0.1351373306341366,0.0841204193565341,-1,-1,-1,0.1791905595883309,0.191,False,False,0.3876229184041678,0.211,False,False,False,1,False,0
OSUN,OBOKUN,ILARE,29-24-10-001,ILARE METHODIST PRY. SCHOOL,276,611,True,-1,False,False,False,False,UNKNOWN,65,2,181,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/001/001-1677365509.pdf,"ILARE METHODIST PRY. SCHOOL, ILARE, OBOKUN, OSUN, Nigeria",7.8167271,4.7355948,0.136427624624868,0.0826517213003223,-1,-1,-1,1.925290458196008,0.007,True,False,1.2417044580755343,0.004,True,True,False,1,False,1
OSUN,OBOKUN,ILARE,29-24-10-002,ILARE ST. PRANCIS PRY. SCHOOL`,278,592,True,-1,True,False,False,False,UNKNOWN,132,0,142,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/002/002-1677367808.pdf,"ILARE ST. PRANCIS PRY. SCHOOL`, ILARE, OBOKUN, OSUN, Nigeria",7.7853271,4.7922029,0.1358795912397418,0.0836397190286205,-1,87,73,0.203542906105671,0.291,False,False,0.2487736062962091,0.291,False,False,False,1,False,0
OSUN,OBOKUN,ILARE,29-24-10-003,ILARE L.I.E. ZONAL OFFICE,173,446,True,-1,False,True,False,False,UNKNOWN,60,0,112,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/003/003-1677365175.pdf,"ILARE L.I.E. ZONAL OFFICE, ILARE, OBOKUN, OSUN, Nigeria",7.7894532,4.7885782,0.1359516052700083,0.0835764560792235,98,87,73,0.0923997065272249,0.216,False,False,0.3612153609636343,0.224,False,False,False,1,False,0
OSUN,OBOKUN,ILARE,29-24-10-004,ILARE MARKET SQUARE,165,444,True,-1,False,False,False,False,UNKNOWN,68,0,96,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/004/004-1677365013.pdf,"ILARE MARKET SQUARE, ILARE, OBOKUN, OSUN, Nigeria",7.7894532,4.7885782,0.1359516052700083,0.0835764560792235,98,87,73,-0.018833430587554,0.18,False,False,0.4211962489995889,0.185,False,False,False,1,False,0
OSUN,OBOKUN,ILARE,29-24-10-005,ILARE COMMUNITY SCHOOL,241,458,True,-1,False,False,False,False,UNKNOWN,103,4,133,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/005/005-1677365162.pdf,"ILARE COMMUNITY SCHOOL, ILARE, OBOKUN, OSUN, Nigeria",7.7918285,4.7830281,0.135993062075731,0.0834795885604085,98,87,73,0.1835421043804876,0.269,False,False,0.2825051225249131,0.269,False,False,False,1,False,0
OSUN,OBOKUN,ILARE,29-24-10-006,IKETEWI COMMUNITY PRY. SCHOOL,216,434,True,-1,False,False,False,False,UNKNOWN,90,0,124,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/006/006-1677365983.pdf,"IKETEWI COMMUNITY PRY. SCHOOL, ILARE, OBOKUN, OSUN, Nigeria",7.7894532,4.7885782,0.1359516052700083,0.0835764560792235,98,87,73,0.1521051670995752,0.25,False,False,0.3162369321972839,0.247,False,False,False,1,False,0
OSUN,OBOKUN,ILARE,29-24-10-007,AJIBAMIDELE EGIGUN OPEN SPACE,162,318,True,-1,False,True,False,False,UNKNOWN,51,1,106,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/24/ward/10/pu/007/007-1677364933.pdf,"AJIBAMIDELE EGIGUN OPEN SPACE, ILARE, OBOKUN, OSUN, Nigeria",7.0625204,4.1734544,0.1232642344692669,0.0728405204618444,-1,-1,-1,-0.0946215063336417,0.058,False,False,-0.6608787293632424,0.068,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-001,"ST. ANTHONY PRY. SCHOOL, OKUKU",272,862,True,-1,False,False,False,False,UNKNOWN,65,17,150,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/01/pu/001/001-1677366648.pdf,"ST. ANTHONY PRY. SCHOOL, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0159109,4.672988,0.1399040377515019,0.0815590265061847,23,29,29,0.5688366454195033,0.092,False,False,0.5870997958026138,0.108,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-004,"OPPOSITE OLD NATIONAL BANK, OKUKU",224,711,True,-1,False,True,False,False,UNKNOWN,42,13,155,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/01/pu/004/004-1677367168.pdf,"OPPOSITE OLD NATIONAL BANK, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,0.1882611872052007,0.351,False,False,0.1774976264615539,0.331,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-005,"OWODE MARKET SQUARE, OKUKU",202,734,True,-1,False,False,False,False,UNKNOWN,61,3,134,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/01/pu/005/005-1677386408.pdf,"OWODE MARKET SQUARE, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,0.1712418901761068,0.287,False,False,0.2562100334461821,0.29,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-006,"OYEKUNLE D.C. PRY. SCHOOL, OKUKU",256,801,True,-1,True,True,False,False,UNKNOWN,53,14,159,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/01/pu/006/006-1677367627.pdf,"OYEKUNLE D.C. PRY. SCHOOL, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0317548,4.6810471,0.1401805659728586,0.0816996843359322,-1,-1,29,0.7963951301995807,0.047,True,False,0.6999787770535043,0.071,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-007,"OPEN SPACE INFRONT OF ALIMI'S HOUSE OJOMU AREA, OKUKU",149,495,True,-1,False,False,False,False,UNKNOWN,23,8,115,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/01/pu/007/007-1677391658.pdf,"OPEN SPACE INFRONT OF ALIMI'S HOUSE OJOMU AREA, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,0.0799003359487437,0.287,False,False,0.2560311847445107,0.29,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-008,"COURT HALL  II, OKUKU",172,494,True,-1,False,False,False,False,UNKNOWN,26,15,121,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3728/ward/24648/pu/99349/99349-1677589903.pdf,"COURT HALL  II, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0197744,4.6730947,0.1399714685471527,0.0815608887724966,23,29,29,0.2955742536022697,0.05,False,False,0.6957293926095416,0.074,False,False,False,1,False,0
OSUN,ODO-OTIN,OBA OJOMU,29-25-01-009,"IN FRONT OF PA DAVID ALARAN'S  HOUSE, OKUKU",269,717,True,-1,False,False,False,False,UNKNOWN,66,14,184,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/01/pu/009/009-1677366066.pdf,"IN FRONT OF PA DAVID ALARAN'S  HOUSE, OKUKU, OBA OJOMU, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,0.4116144013007466,0.287,False,False,0.2567504831653122,0.29,False,False,False,1,False,0
OSUN,ODO-OTIN,BAALE,29-25-02-001,"OYINLOLA D.C. PRY. SCHOOL, OKUKU",243,701,True,-1,False,False,False,False,UNKNOWN,48,14,167,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/02/pu/001/001-1677385467.pdf,"OYINLOLA D.C. PRY. SCHOOL, OKUKU, BAALE, ODO-OTIN, OSUN, Nigeria",8.0317548,4.6810471,0.1401805659728586,0.0816996843359322,-1,-1,29,0.8627419000191356,0.061,False,False,0.6700315983219918,0.082,False,False,False,1,False,0
OSUN,ODO-OTIN,BAALE,29-25-02-002,"SHOPPING COMPLEX, EKUSA RAOD, OKUKU",196,560,True,-1,True,False,False,False,UNKNOWN,37,13,137,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/02/pu/002/002-1677387215.pdf,"SHOPPING COMPLEX, EKUSA RAOD, OKUKU, BAALE, ODO-OTIN, OSUN, Nigeria",8.0196097,4.6689672,0.1399685939898747,0.0814888503076206,23,29,29,0.4610231444627265,0.072,False,False,0.6357899719907029,0.092,False,False,False,1,False,0
OSUN,ODO-OTIN,BAALE,29-25-02-003,"ST. MICHAEL'S PRY. SCHOOL, OKUKU I",138,644,True,-1,False,False,False,False,UNKNOWN,37,23,72,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/02/pu/003/003-1677384816.pdf,"ST. MICHAEL'S PRY. SCHOOL, OKUKU I, BAALE, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,-0.2422793456632869,0.142,False,False,0.4886568277366979,0.148,False,False,False,1,False,0
OSUN,ODO-OTIN,BAALE,29-25-02-004,"ST. MICHAEL'S PRY. SCHOOL, OKUKU II",116,424,True,-1,False,False,False,False,UNKNOWN,17,15,84,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/02/pu/004/004-1677384999.pdf,"ST. MICHAEL'S PRY. SCHOOL, OKUKU II, BAALE, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,-0.1198869198224967,0.163,False,False,0.4436478406302959,0.169,False,False,False,1,False,0
OSUN,ODO-OTIN,BAALE,29-25-02-005,"IN FRONT OF ADEBOMI FAMILY HOUSE, OKUKU",171,550,True,-1,False,False,False,False,UNKNOWN,41,8,120,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/02/pu/005/005-1677386767.pdf,"IN FRONT OF ADEBOMI FAMILY HOUSE, OKUKU, BAALE, ODO-OTIN, OSUN, Nigeria",8.0078948,4.672163,0.1397641304133328,0.0815446275398558,99,29,29,0.1253049117720988,0.258,False,False,0.3086835466747166,0.254,False,False,False,1,False,0
OSUN,ODO-OTIN,BAALE,29-25-02-006,"EKUSA ROAD, NEAR IDI-OGUN, OKUKU",139,576,True,-1,False,False,False,False,UNKNOWN,26,4,108,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/25/ward/02/pu/006/006-1677383619.pdf,"EKUSA ROAD, NEAR IDI-OGUN, OKUKU, BAALE, ODO-OTIN, OSUN, Nigeria",8.0114893,4.654722,0.1398268662732957,0.0812402246650154,-1,-1,29,0.0693381395117814,0.197,False,False,0.3837243455374119,0.213,False,False,False,1,False,0
